sampleid,DATE,TARGET_TAXON,TOTAL
sample_29,3/13/2023,DYSPANOPEUS SAYI,11
sample_68,3/13/2023,CIRROPHORUS ARMATUS,17
sample_95,3/13/2023,OPHIOCNIDA SCABRIUSCULA,15
sample_200,3/13/2023,APOHYALE PREVOSTII,3
sample_167,3/13/2023,RATHBUNIXA SAYANA,2
sample_18,3/13/2023,LUCINOMA BOREALIS,6
sample_155,3/13/2023,PHOTIS PACHYDACTYLA,9
sample_60,3/13/2023,PALEONEMERTEA,7
sample_107,3/13/2023,PSEUDECHINUS ALBOCINCTUS,45
sample_57,3/13/2023,UROMUNNA ACARINA,28
sample_17,3/13/2023,LAUBIERIOPSIS ARENICOLA,43
sample_36,3/13/2023,ANADARA TRANSVERSA,34
sample_4,3/13/2023,MALMGRENIELLA,39
sample_116,3/13/2023,BRANCHIOMMA BAIRDI,60
sample_38,3/13/2023,LINEUS RUBER,5
sample_63,3/13/2023,CREPIPATELLA DORSATA,26
sample_57,3/13/2023,CALOCARIS MACANDREAE,9
sample_90,3/13/2023,CERAPUS RYANADAMSI,12
sample_25,3/13/2023,NEANTHES LIMNICOLA,28
sample_33,2/28/2023,RISSOINA REDFERNI,0
sample_120,2/28/2023,GLOBOSOLEMBOS SMITHI,15
sample_189,2/28/2023,PACIFACANTHOMYSIS NEPHROPHTHALMA,39
sample_79,2/28/2023,PHOLOIDAE,15
sample_29,2/28/2023,PARAONIDES PLATYBRANCHIA,23
sample_198,2/28/2023,LIMAPONTIA ZONATA,12
sample_137,2/28/2023,OGYRIDES,0
sample_31,2/28/2023,GRANDIFOXUS GRANDIS,50
sample_58,2/28/2023,DIASTYLIS ABBREVIATA,16
sample_18,2/28/2023,LUCINISCA NASSULA,39
sample_134,2/28/2023,LIBINIA DUBIA,7
sample_148,2/28/2023,PRAXILLELLA AFFINIS PACIFICA,12
sample_45,2/28/2023,ARABELLA IRICOLOR,0
sample_188,2/28/2023,JOEROPSIS HAWAIIENSIS,9
sample_115,2/28/2023,TRAVISIA OLENS,4
sample_56,2/28/2023,LAONICE BAHUSIENSIS,26
sample_109,2/28/2023,DOSINIA EXOLETA,4
sample_42,2/28/2023,ERIOPISA INCISA,4
sample_175,2/28/2023,SPIO READI,10
sample_197,2/28/2023,OLIVIDAE,96
sample_133,2/28/2023,PARVILUCINA PECTINELLA,7
sample_25,2/28/2023,DISSODACTYLUS MELLITAE,9
sample_79,2/28/2023,SCOLOPLOS (SCOLOPLOS) CAPENSIS,4
sample_109,2/28/2023,LOPHOPAGURUS ,43
sample_151,2/28/2023,EXOGONE ROLANI,5
sample_166,2/28/2023,TANAISSUS LILLJEBORGI,34
sample_86,2/28/2023,UPOGEBIA AFFINIS,39
sample_196,2/28/2023,TRIPTYCHUS NIVEUS,9
sample_138,2/28/2023,ORBINIA (ORBINIA) SERTULATA,54
sample_131,2/28/2023,APOCOROPHIUM LOUISIANUM,5
sample_107,2/28/2023,SACCELLA TAPHRIA,31
sample_26,2/28/2023,TIMARETE ,8
sample_47,2/28/2023,CUMINGIA CALIFORNICA,1
sample_82,2/28/2023,WESTWOODILLA TONE,17
sample_93,2/28/2023,OGYRIDES DELLI,27
sample_135,2/28/2023,HOBSONIA FLORIDA,12
sample_143,2/28/2023,DEXAMINE SPINOSA,10
sample_114,2/28/2023,SPIROBRANCHUS,0
sample_28,2/28/2023,KOTATEA AURANTIACUM,13
sample_53,2/28/2023,EUCLYMENE ,26
sample_118,2/28/2023,RHEPOXYNIUS HETEROCUSPIDATUS,5
sample_158,2/28/2023,SYNCHELIDIUM,37
sample_193,2/28/2023,LAPHANIA BOECKI,11
sample_94,2/28/2023,PARVANACHIS OBESA,26
sample_37,2/28/2023,PHYLLODOCE MADEIRENSIS,0
sample_137,2/28/2023,ZYGOPTERA,0
sample_27,2/28/2023,ASTARTE CASTANEA,2
sample_108,2/28/2023,BYBLIS VELERONIS,82
sample_107,8/18/2023,PRUNUM APICINUM,64
sample_124,8/18/2023,NEOAMPHITRITE GLASBYI,29
sample_89,8/18/2023,EOGAMMARUS OCLAIRI,31
sample_152,8/18/2023,LUMBRINERIDAE,38
sample_189,8/18/2023,GARI LINEOLATA,25
sample_139,8/18/2023,CORBICULA FLUMINEA,25
sample_132,8/18/2023,FICOPOMATUS MIAMIENSIS,30
sample_17,8/18/2023,HETEROPHOXUS ELLISI,4
sample_124,8/18/2023,BIFLUSTRA TENUIS,2
sample_13,8/18/2023,TEREBELLIDES LANAI,1
sample_131,8/18/2023,SCYPHOZOA,9
sample_183,8/18/2023,CYPHOCARIS CHALLENGERI,0
sample_49,8/18/2023,TRAVISIA PUPA,0
sample_130,8/18/2023,LYSIOSQUILLINA MACULATA,8
sample_106,8/18/2023,FAUVELIOPSIDAE,10
sample_124,8/18/2023,MICROJASSA BOREOPACIFICA,28
sample_188,8/18/2023,DIVARICELLA ,3
sample_5,8/18/2023,SCHISTOMERINGOS PECTINATA,1
sample_163,8/18/2023,PHOLOIDES ASPERUS,19
sample_76,8/18/2023,AMPELISCA SARSI,27
sample_168,8/18/2023,FIMBRIOSTHENELAIS,19
sample_95,8/18/2023,ARABELLA,3
sample_98,8/18/2023,PISTA FASCIATA,9
sample_64,8/18/2023,KEIJCYOIDEA MONODENTICULATA,39
sample_88,8/18/2023,TUBULANUS CINGULATUS,9
sample_115,8/18/2023,BRISSOPSIS LYRIFERA,61
sample_7,8/18/2023,COLUMBELLA MERCATORIA,56
sample_81,8/18/2023,ODONTOSYLLIS PHOSPHOREA,88
sample_48,8/18/2023,LUMBRINERIS LATREILLI,12
sample_138,8/17/2023,EUMIDA TUBIFORMIS,0
sample_92,8/17/2023,COLUROSTYLIS LEMURUM,19
sample_200,8/17/2023,ARICIDEA (STRELZOVIA) RAMOSA,31
sample_74,8/17/2023,CREPIDULA DEPRESSA,5
sample_108,8/17/2023,CAMPESYLLIS ,5
sample_9,8/17/2023,NEREIS FALCARIA,10
sample_148,8/17/2023,CALYPTRAEA CENTRALIS,3
sample_106,8/17/2023,NEOGASTROPODA,6
sample_47,8/17/2023,SAYELLA,0
sample_120,8/17/2023,AEOLOSOMA,2
sample_124,8/17/2023,CAPITELLA ACICULATA,5
sample_64,8/17/2023,LEPTOCHEIRUS,3
sample_135,8/17/2023,OPHIUROIDEA,0
sample_21,8/17/2023,PYROMAIA TUBERCULATA,0
sample_148,8/17/2023,IDUNELLA GOLETA,4
sample_38,8/17/2023,ZIRFAEA CRISPATA,4
sample_146,8/17/2023,ARICIDEA (ACMIRA) SIMPLEX,8
sample_24,8/17/2023,SPIO CIRRIFERA,10
sample_94,8/17/2023,TRYPANOSYLLIS,2
sample_62,8/17/2023,RISSOA PARVA,8
sample_9,8/17/2023,CHAETOZONE CORONA,0
sample_159,8/17/2023,MYSIDAE,4
sample_10,8/17/2023,TROPHONIELLA,10
sample_182,8/17/2023,GIBBERULA LAVALLEEANA,10
sample_121,8/17/2023,OWENIA ,18
sample_114,8/17/2023,AMPHIURA ,9
sample_79,8/17/2023,LEPTOCHELIIDAE,5
sample_38,8/17/2023,ALCYONIDIUM,15
sample_42,8/17/2023,METACIROLANA,9
sample_48,8/17/2023,ARCHAEOMYSIS GREBNITZKII,7
sample_159,8/17/2023,POLYCIRRINAE,6
sample_145,8/17/2023,EUMIDA BAHUSIENSIS,1
sample_87,8/17/2023,ERICHSONELLA CRENULATA,9
sample_96,8/17/2023,JASMINEIRA ELEGANS,46
sample_99,8/17/2023,SOLEN SICARIUS,7
sample_131,8/17/2023,TUBULARIA,5
sample_38,8/17/2023,POLYMESODA FLORIDANA,0
sample_24,8/17/2023,CILICAEA ,3
sample_93,8/17/2023,PARAHAUSTORIUS ATTENUATUS,4
sample_25,8/17/2023,LEMBOS UNIFASCIATUS,3
sample_125,8/17/2023,EUSYLLIS HABEI,2
sample_30,8/17/2023,MAYERELLA REDUNCA,23
sample_143,8/17/2023,PERESIELLA SPATHULATA,32
sample_170,8/17/2023,PYROMAIA ,5
sample_100,8/17/2023,GAMMAROPSIS THOMPSONI,3
sample_141,8/17/2023,PARACERCEIS CAUDATA,13
sample_103,8/17/2023,ISOCLADUS ,1
sample_154,8/17/2023,LUMBRICULIDAE,3
sample_35,8/17/2023,LAMELLITROPHON HUTTONII,6
sample_170,8/17/2023,NEBALIA PUGETTENSIS,1
sample_20,8/17/2023,DIOPATRA,3
sample_48,8/17/2023,NEOMYSIS KADIAKENSIS,9
sample_194,8/17/2023,LEODAMAS CIRRATUS,12
sample_50,8/17/2023,NEOGURALEUS SINCLAIRI,7
sample_82,8/17/2023,NUCULANA TENUISULCATA,1
sample_151,8/17/2023,DENDRONOTIDAE,1
sample_6,10/19/2023,ACTINIA EQUINA,3
sample_173,10/19/2023,PILEOLARIA,17
sample_14,10/19/2023,NASSARIUS ACUTUS,16
sample_53,10/19/2023,PARAPRIONOSPIO ,1
sample_101,10/19/2023,ARICIDEA ,48
sample_8,10/19/2023,ALENTIA GELATINOSA,4
sample_61,10/19/2023,DRILONEREIS,18
sample_107,10/19/2023,STYLOCHUS EXIGUUS,2
sample_170,10/19/2023,PARVICARDIUM SCABRUM,4
sample_177,10/19/2023,IPHINOE TRISPINOSA,0
sample_181,10/19/2023,MICRONEREIS VARIEGATA,12
sample_101,10/19/2023,EXOGONE HEBES,21
sample_74,10/19/2023,AXINULUS EUMYARIUS,3
sample_140,10/19/2023,ABARENICOLA AFFINIS,8
sample_32,10/19/2023,LEVINSENIA HAWAIIENSIS,4
sample_190,10/19/2023,PODARKEOPSIS CAPENSIS,1
sample_189,10/19/2023,GLYCERA CAPITATA,7
sample_173,10/19/2023,ISCHNOCHITON NIVEUS,24
sample_39,10/19/2023,COTONOPSIS LAFRESNAYI,4
sample_12,10/19/2023,PALAEMON VULGARIS,12
sample_177,10/19/2023,AMPHIOXIFORMES,2
sample_33,10/19/2023,PHILINE AURIFORMIS,13
sample_45,10/19/2023,HALIOPHASMA GEMINATUM,37
sample_1,10/19/2023,AMPHIURA FILIFORMIS,0
sample_85,10/19/2023,INCISURA ROSEA,2
sample_127,10/19/2023,PHOLOE MINUTA,27
sample_34,10/19/2023,TECTIDRILUS DIVERSUS,17
sample_2,10/19/2023,COSSURA CANDIDA,6
sample_172,10/19/2023,MAGELONA MIRABILIS,1
sample_37,10/19/2023,PARAPRIONOSPIO TREADWELLI,0
sample_25,10/19/2023,ENOPLA,47
sample_160,10/19/2023,SPIO CIRRIFERA,8
sample_102,10/19/2023,OPHIOSTIGMA ISOCANTHUM,33
sample_25,10/19/2023,PECTINARIA GOULDII,9
sample_5,10/19/2023,TRANSENNELLA,0
sample_119,10/19/2023,GAMMARUS JENNERI,0
sample_132,10/19/2023,PLATYNEREIS,20
sample_133,10/19/2023,LITOCORSA ANTENNATA,1
sample_132,10/19/2023,EUCLYMENE ,3
sample_159,10/19/2023,APOCOROPHIUM LACUSTRE,4
sample_142,10/19/2023,ASCIDIA CERATODES,17
sample_150,10/19/2023,EUNICE DUBITATA,1
sample_11,10/19/2023,MEDIOMASTUS CALIFORNIENSIS,14
sample_100,10/19/2023,TUBIFICOIDES INSULARIS,10
sample_27,10/19/2023,AKANTHOPHOREUS PHILLIPSI,6
sample_30,10/19/2023,PAREURYTHOE BOREALIS,25
sample_91,10/19/2023,LEPTOSTYLIS VILLOSA,39
sample_101,10/19/2023,LIMULUS POLYPHEMUS,13
sample_54,10/19/2023,ARENICOLA,7
sample_123,10/19/2023,POLYCIRRUS EXIMIUS,12
sample_107,10/19/2023,ACIDOSTOMA NODIFERUM,16
sample_184,10/19/2023,PENTAMERA POPULIFERA,42
sample_117,10/19/2023,NEOSABELLARIA CEMENTARIUM,6
sample_60,10/19/2023,INANIDRILUS,52
sample_49,10/19/2023,PHOTIS OLIGOCHAETA,1
sample_187,10/19/2023,EINHORNIA MOSKVIKVENDI,5
sample_112,10/19/2023,SIGAMBRA WASSI,14
sample_36,2/12/2023,MACRARENE,15
sample_25,2/12/2023,AGRIOPOMA MORRHUANUM,57
sample_178,2/12/2023,PARVIPALPUS CAPILLACEUS,66
sample_174,2/12/2023,MODIOLUS SQUAMOSUS,22
sample_100,2/12/2023,VIRGULARIA CALIFORNICA,9
sample_200,2/12/2023,HYALE GRANDICORNIS,7
sample_1,2/12/2023,CALLIOPIUS PACIFICUS,50
sample_16,2/12/2023,TURBONILLA AURANTIA,66
sample_89,2/12/2023,NEREIS LATESCENS,52
sample_154,2/12/2023,PERIPLOMA PAPYRATIUM,10
sample_188,2/12/2023,HEMIGRAPSUS SEXDENTATUS,27
sample_34,2/12/2023,ANOMIA SIMPLEX,3
sample_11,2/12/2023,NEPHTYS LONGOSETOSA,7
sample_75,2/12/2023,THALASSEMA HARTMANI,28
sample_119,2/12/2023,LUCINISCA MURICATA,8
sample_60,2/12/2023,MEDIOMASTUS,8
sample_192,2/12/2023,HYDRA,109
sample_97,2/12/2023,MEDIOMASTUS ACUTUS,145
sample_180,1/28/2023,NEOLEANIRA TETRAGONA,8
sample_184,1/28/2023,MACROCLYMENELLA STEWARTENSIS,17
sample_30,1/28/2023,ABYSSONINOE,44
sample_23,1/28/2023,SCLEROPLAX GRANULATA,84
sample_78,1/28/2023,LUMBRINERIS COCCINEA,120
sample_118,1/28/2023,PANDORA GOULDIANA,57
sample_77,1/28/2023,PERICLIMENES,9
sample_63,1/28/2023,PARAMYA SUBOVATA,184
sample_167,1/28/2023,ARAPHURA,0
sample_113,1/28/2023,GATTYANA CIRRHOSA,93
sample_5,1/28/2023,FLABELLIGERIDAE,33
sample_161,1/28/2023,NEOSABELLARIA CEMENTARIUM,4
sample_77,1/7/2023,COSSURA CONSIMILIS,12
sample_14,1/7/2023,STYLATULA,17
sample_199,1/7/2023,DIASTYLIS SENTOSA,3
sample_80,1/7/2023,MEGASYLLIS NIPPONICA,3
sample_197,1/7/2023,LIMECOLA BALTHICA,8
sample_193,1/7/2023,GYPTIS VITTATA,28
sample_76,1/7/2023,HARMOTHOE VOSSAE,10
sample_94,1/7/2023,ACHELIA SPINOSA,14
sample_19,1/7/2023,OXYPERAS ELONGATUM,10
sample_163,1/7/2023,BRYOZOA,10
sample_86,1/7/2023,ORCHOMENELLA NANA,14
sample_192,1/7/2023,HARPINIA,7
sample_54,1/7/2023,BRANIA RHOPALOPHORA,4
sample_172,1/7/2023,EXOGONE (EXOGONE) DWISULA,10
sample_135,1/7/2023,LUNARCA OVALIS,1
sample_32,1/7/2023,SPHAEROMA SERRATUM,28
sample_62,1/7/2023,BATHYPOREIA PILOSA,8
sample_50,1/7/2023,PARASABELLA MEDIA,5
sample_40,1/7/2023,LEUCOTHOE SPINICARPA,4
sample_141,1/7/2023,NEREIMYRA,5
sample_105,1/7/2023,CYRENIDAE,2
sample_109,1/7/2023,ALVANIA ROSANA,5
sample_33,1/7/2023,ERICTHONIUS RUBRICORNIS,16
sample_118,1/7/2023,ARICIDEA (ACMIRA) HORIKOSHII,21
sample_65,1/7/2023,METOPA LATIMANA,82
sample_127,1/7/2023,PHILOCHERAS BISPINOSUS BISPINOSUS,5
sample_25,1/7/2023,GLYCINDE NORDMANNI,3
sample_107,1/7/2023,SPHAEROSYLLIS LABYRINTHOPHILA,11
sample_16,1/7/2023,YOLDIA LIMATULA,11
sample_182,1/7/2023,BUSYCOTYPUS CANALICULATUS,3
sample_102,1/7/2023,ALITTA SUCCINEA,4
sample_29,1/7/2023,APOCOROPHIUM,0
sample_172,1/7/2023,SPHAEROSYLLIS CALIFORNIENSIS,2
sample_25,1/7/2023,TANYTARSINI,10
sample_109,1/7/2023,MACROCLYMENE ZONALIS,33
sample_94,1/7/2023,PYGOSPIO ELEGANS,21
sample_72,1/7/2023,AMPELISCA PUGETICA,1
sample_143,1/7/2023,GONIADA ECHINULATA,11
sample_148,1/7/2023,PORTUNUS XANTUSII,30
sample_34,1/7/2023,PARAONIDES ,12
sample_69,1/7/2023,CHEIROCRATUS SUNDEVALLI,49
sample_172,1/7/2023,PLEUROGONIUM INERME,9
sample_177,1/7/2023,GNORIMOSPHAEROMA OREGONENSIS,2
sample_36,1/7/2023,CLYMENURA LANKESTERI,0
sample_154,1/20/2023,ARAPHURA,0
sample_110,1/20/2023,TANEA SAGITTATA,23
sample_6,1/20/2023,ACROMEGALOMMA PIGMENTUM,7
sample_113,1/20/2023,GIBBERULA LAVALLEEANA,1
sample_5,1/20/2023,ZEMITRELLA ATTENUATA,11
sample_188,1/20/2023,ALPHEUS CALIFORNIENSIS,2
sample_31,1/20/2023,DIASTYLIS LUCIFERA,66
sample_22,1/20/2023,COSSURA COASTA,10
sample_89,1/20/2023,NEANTHES FUCATA,25
sample_140,1/20/2023,CREPIDULA,34
sample_132,1/20/2023,APHELOCHAETA ,29
sample_150,1/20/2023,ELYSIA EVELINAE,19
sample_170,1/20/2023,HIPPOLYTIDAE,3
sample_15,1/20/2023,PHASCOLION ,40
sample_112,1/20/2023,AUGENERIELLA HUMMELINCKI,13
sample_165,1/20/2023,LUNARCA OVALIS,5
sample_155,1/20/2023,PHYLLODOCE MACULATA,25
sample_81,1/20/2023,AOROIDES COLUMBIAE,70
sample_99,1/20/2023,MYADORA STRIATA,1
sample_106,1/20/2023,LEPTOSYNAPTA INHAERENS,1
sample_198,2/2/2023,SCYPHOZOA,0
sample_121,2/2/2023,NEPHTYS CIRROSA,18
sample_73,2/2/2023,ENCHYTRAEUS,0
sample_69,2/2/2023,GAMMAROPSIS CORNUTA,2
sample_200,2/2/2023,STREPTODONTA PTEROCHAETA,5
sample_52,2/2/2023,LEPTOCHEIRUS PINGUIS,5
sample_119,2/2/2023,EUTHALENESSA ,0
sample_34,2/2/2023,ODONTOSYLLIS PHOSPHOREA,27
sample_186,2/2/2023,PSEUDOCUMA (PSEUDOCUMA) LONGICORNE,58
sample_1,2/2/2023,HALICARCINUS ,13
sample_17,2/2/2023,EDOTIA SP.,8
sample_184,2/2/2023,ANOMALOCARDIA PUELLA,19
sample_81,2/2/2023,SAGARTIA TROGLODYTES,15
sample_71,2/2/2023,NEPHTYS CRYPTOMMA,4
sample_89,2/2/2023,PHYLLODINA SQUAMIFERA,5
sample_66,2/2/2023,PENAEIDAE,27
sample_179,2/2/2023,STYLOCHIDAE,4
sample_148,2/2/2023,LUNELLA SMARAGDA,0
sample_55,2/2/2023,KURTZIELLA,26
sample_158,2/2/2023,MAGELONIDAE,13
sample_44,2/2/2023,LAONICE CIRRATA,2
sample_121,2/2/2023,CALLINECTES SAPIDUS,14
sample_56,2/2/2023,FASCIOLARIIDAE,19
sample_94,2/2/2023,MODIOLULA PHASEOLINA,5
sample_124,2/2/2023,CIRRATULUS GRANDIS,25
sample_129,2/2/2023,AMPHIOPLUS CONIORTODES,7
sample_16,2/2/2023,LINEUS SANGUINEUS,7
sample_65,2/2/2023,NOTHRIA,7
sample_36,2/2/2023,ACROMEGALOMMA SPLENDIDUM,15
sample_83,2/2/2023,EUPOLYMNIA NEBULOSA,23
sample_160,2/2/2023,OPHIOPHRAGMUS WURDEMANII,6
sample_149,2/2/2023,SPIOPHANES NORRISI,15
sample_174,2/2/2023,PUSILLINA HARPA,57
sample_14,2/2/2023,AMPITHOE LONGIMANA,23
sample_60,2/2/2023,SYLLIDES VERRILLI,0
sample_121,2/2/2023,EXCIROLANA LINGUIFRONS,22
sample_149,2/2/2023,ANOPLODACTYLUS,3
sample_157,2/2/2023,SYNCHELIDIUM HAPLOCHELES,35
sample_16,2/2/2023,ASCIDIACEA,2
sample_3,2/2/2023,ARGALISTA NANA,0
sample_153,2/2/2023,NOTOMASTUS,19
sample_58,2/2/2023,OPHELIA ASSIMILIS,0
sample_4,2/2/2023,CYCLINELLA TENUIS,26
sample_145,2/2/2023,PILSBRYSPIRA NODATA,54
sample_90,2/2/2023,ARICIDEA (STRELZOVIA) BRYANI,2
sample_182,2/2/2023,AEQUIPECTEN OPERCULARIS,1
sample_122,2/2/2023,BULLA STRIATA,5
sample_114,2/2/2023,PROTODRILUS ALBICANS,10
sample_19,2/2/2023,PERIPLOMA ORBICULARE,17
sample_88,2/2/2023,PALLIOLUM STRIATUM,8
sample_77,2/2/2023,MEDIOMASTUS CALIFORNIENSIS,3
sample_197,2/2/2023,CAPRELLA CALIFORNICA,6
sample_138,2/2/2023,CALANOIDA,3
sample_93,2/2/2023,EUSIRUS LONGIPES,60
sample_162,2/2/2023,SAMYTHA CALIFORNIENSIS,54
sample_97,2/2/2023,DODECACERIA CONCHARUM,15
sample_122,4/22/2023,POLYPEDILUM CONVICTUM,34
sample_78,4/22/2023,HAMINOEA JAPONICA,3
sample_149,4/22/2023,EBALIA CARIOSA,13
sample_12,4/22/2023,PRIONOSPIO,7
sample_144,4/22/2023,JASSA FALCATA,10
sample_133,4/22/2023,APHELOCHAETA GLANDARIA,115
sample_197,4/22/2023,GRANDIDIERELLA JAPONICA,1
sample_62,4/22/2023,ACILA CASTRENSIS,10
sample_163,4/22/2023,KURTIELLA TUMIDA,9
sample_195,4/22/2023,XYMENE PLEBEIUS,14
sample_136,4/22/2023,HOLOTHUROIDEA,38
sample_33,4/22/2023,CARINOMA MUTABILIS,43
sample_78,4/22/2023,STYLOCHOPLANA,21
sample_17,4/22/2023,BARANTOLLA AMERICANA,32
sample_99,4/22/2023,UROTHOE POSEIDONIS,14
sample_168,4/22/2023,MYSIDAE,11
sample_194,4/22/2023,ARMANDIA ,71
sample_199,4/22/2023,ZIRFAEA CRISPATA,24
sample_109,4/22/2023,UMBONIUM ,14
sample_185,4/22/2023,SPIOPHANES KIMBALLI,30
sample_70,4/22/2023,CYCLOSTREMISCUS PENTAGONUS,0
sample_15,4/22/2023,ODOSTOMIA SCALARIS,1
sample_105,4/22/2023,HARPINIA AGNA,27
sample_120,4/22/2023,POECILOCHAETUS SERPENS,4
sample_200,4/22/2023,AMERYCINA PERISCOPIANA,8
sample_69,4/22/2023,ARCUATULA SENHOUSIA,10
sample_160,4/22/2023,PAGUROTANAIS LARGOENSIS,6
sample_160,4/22/2023,LIMARIA ,14
sample_24,4/22/2023,TROCHIDAE,57
sample_56,4/22/2023,BULLA GOULDIANA,1
sample_106,4/22/2023,CERIANTHEOPSIS AMERICANA,5
sample_34,4/22/2023,MACOMA ELIMATA,17
sample_79,4/22/2023,SIPUNCULUS (SIPUNCULUS) NUDUS,13
sample_153,4/22/2023,HYPERETEONE FOLIOSA,0
sample_102,4/22/2023,ERINACEUSYLLIS,0
sample_115,4/22/2023,METOPA DAWSONI,49
sample_142,4/22/2023,PRAXILLELLA AFFINIS PACIFICA,25
sample_200,4/22/2023,EUDORELLOPSIS DEFORMIS,12
sample_34,4/22/2023,AMPHIODIA,23
sample_101,4/22/2023,AMPHARETE FINMARCHICA,11
sample_71,4/22/2023,DIOGENIDAE,17
sample_94,4/22/2023,HARTMANIA MOOREI,14
sample_78,4/22/2023,VENEROIDEA,24
sample_131,4/22/2023,OWENIA ,14
sample_20,4/22/2023,APOPRIONOSPIO PYGMAEA,8
sample_145,4/22/2023,DOSINIA CONCENTRICA,1
sample_16,2/19/2023,HEMIPODIA,1
sample_7,2/19/2023,GONIADA MACULATA,93
sample_117,2/19/2023,ARICIDEA (STRELZOVIA) RAMOSA,12
sample_171,2/19/2023,LEVINSENIA GRACILIS,21
sample_130,2/19/2023,LUCINOMA FILOSA,3
sample_150,2/19/2023,LAONICE ,1
sample_114,2/19/2023,HEPTACARPUS,1
sample_82,2/19/2023,STHENELAIS VERRUCULOSA,37
sample_66,2/19/2023,ALLORCHESTES ANGUSTA,5
sample_37,2/19/2023,TURRIDAE,45
sample_195,2/19/2023,TRAVISIA HOBSONAE,39
sample_131,2/19/2023,TRACHYPENAEUS,11
sample_85,2/19/2023,SPIO PETTIBONEAE,16
sample_195,2/19/2023,THALAMITA,13
sample_121,2/19/2023,ALPHEIDAE,15
sample_114,2/19/2023,OLIVELLA PERPLEXA,14
sample_65,2/19/2023,NOTOACMEA ELONGATA,11
sample_1,2/19/2023,RHEPOXYNIUS VARIATUS,15
sample_79,2/19/2023,EULALIA CALIFORNIENSIS,13
sample_9,2/19/2023,AGLAOPHAMUS VERRILLI,8
sample_157,2/19/2023,CLATHURELLIDAE,3
sample_47,2/19/2023,SYLLIDAE,31
sample_133,2/19/2023,ARCOPAGIA CRASSA,6
sample_158,2/19/2023,CYPRIDIDAE,3
sample_88,2/19/2023,LAMISPINA SCHMIDTII,23
sample_155,2/19/2023,LELEHUA WAIMEA,9
sample_181,2/19/2023,BATEA CATHARINENSIS,29
sample_81,2/19/2023,ASCIDIELLA ASPERSA,36
sample_55,2/19/2023,COMINELLA TOLAGAENSIS,14
sample_187,2/19/2023,ACANTHOHAUSTORIUS SHOEMAKERI,5
sample_26,2/19/2023,PORTUNUS (XIPHONECTES) LONGISPINOSUS,2
sample_96,2/19/2023,LUMBRINERIS DENTATA,5
sample_71,2/19/2023,MELANELLA,19
sample_97,2/19/2023,PARAPIONOSYLLIS,13
sample_5,7/11/2023,POLYGORDIUS APPENDICULATUS,6
sample_27,7/11/2023,CLATHROLUCINA COSTATA,67
sample_13,7/11/2023,TRICHOBRANCHUS,42
sample_120,7/11/2023,SYLLIS CORNUTA,37
sample_127,7/11/2023,AMPHARETE SIBIRICA,20
sample_89,7/11/2023,AUSTROMITRA RUBIGINOSA,72
sample_109,7/11/2023,GLYCINDE TRIFIDA,79
sample_71,7/11/2023,FOXIPHALUS COGNATUS,12
sample_119,4/8/2023,MALACOBDELLA GROSSA,24
sample_162,4/8/2023,AMERYCINA PERISCOPIANA,39
sample_146,4/8/2023,GAMMARUS OCEANICUS,37
sample_55,4/8/2023,CALYPTRAEIDAE,10
sample_161,4/8/2023,TAWERA SPISSA,2
sample_56,4/8/2023,CEREBRATULUS LACTEUS,18
sample_26,4/8/2023,AMMOTHEIDAE,91
sample_157,4/8/2023,EULIMA BILINEATA,46
sample_177,4/8/2023,ENSIS ENSIS,60
sample_70,4/8/2023,HOBSONIA FLORIDA,43
sample_52,4/8/2023,OSTREA EQUESTRIS,20
sample_193,4/8/2023,PARADONEIS PERKINSI,6
sample_73,4/8/2023,MYSTA PICTA,19
sample_69,4/8/2023,STREBLOSOMA,27
sample_41,4/8/2023,TELMESSUS CHEIRAGONUS,13
sample_127,4/8/2023,MESOKALLIAPSEUDES MACSWEENYI,29
sample_100,4/8/2023,TORRIDOHARPINIA HURLEYI,26
sample_35,4/8/2023,HETEROMYSIS ODONTOPS,39
sample_75,4/8/2023,AMPHICTENE,18
sample_28,4/8/2023,PHYLLODOCE ARENAE,12
sample_36,4/8/2023,HARPINIOPSIS FULGENS,14
sample_119,4/8/2023,ZEUXO NORMANI,9
sample_160,4/8/2023,CAECIDAE,28
sample_80,4/8/2023,TRICHOBRANCHUS HANCOCKI,2
sample_92,4/8/2023,AMAEANA OCCIDENTALIS,27
sample_27,4/8/2023,ODONTOSYLLIS FULGURANS,9
sample_197,4/8/2023,BRADA,6
sample_112,4/8/2023,EPITONIUM MULTISTRIATUM,4
sample_106,4/8/2023,PISTA,114
sample_169,4/8/2023,COLOMASTIX IRCINIAE,60
sample_58,4/8/2023,YOKOYAMAIA ORNATISSIMA,17
sample_40,4/8/2023,GNORIMOSPHAEROMA OREGONENSE,13
sample_103,4/8/2023,DIASTYLIS SENTOSA,12
sample_155,4/8/2023,SPHAERIUM,19
sample_1,4/8/2023,MYSELLA ,46
sample_156,4/8/2023,TEREBELLIDAE,3
sample_196,4/8/2023,AMPITHOE PLUMULOSA,13
sample_167,6/18/2023,CAULLERIELLA ZETLANDICA,17
sample_163,6/18/2023,METAVERMILIA,26
sample_144,6/18/2023,LEPTOCHELIINAE,8
sample_140,6/18/2023,SMITTOIDEA PROLIFICA,23
sample_114,6/18/2023,ROXANIA UTRICULUS,47
sample_156,6/18/2023,EURYPANOPEUS TURGIDUS,1
